Best Position,Nationality,Age,Height(in cm),Weight(in kg),Preferred Foot,Weak Foot Rating,Skill Moves,International Reputation,Attacking Work Rate,Defensive Work Rate,Pace Total,Shooting Total,Passing Total,Dribbling Total,Defending Total,Physicality Total,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,Freekick Accuracy,LongPassing,BallControl,Acceleration,Sprint Speed,Agility,Reactions,Balance,Shot Power,Jumping,Stamina,Strength,Long Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,Standing Tackle,Sliding Tackle,Goalkeeper Diving,Goalkeeper Handling,GoalkeeperKicking,Goalkeeper Positioning,Goalkeeper Reflexes,Assignments,DistancesToClusterCenter no.0,DistancesToClusterCenter no.1,DistancesToClusterCenter no.2,DistancesToClusterCenter no.3,DistancesToClusterCenter no.4,DistancesToClusterCenter no.5,DistancesToClusterCenter no.6,DistancesToClusterCenter no.7,DistancesToClusterCenter no.8,DistancesToClusterCenter no.9,DistancesToClusterCenter no.10,DistancesToClusterCenter no.11,DistancesToClusterCenter no.12,DistancesToClusterCenter no.13
CAM,Denmark,24,174,69,Left,3,3,1,Medium,Medium,78,72,69,77,36,64,69,71,45,71,63,76,74,63,65,75,83,74,87,71,87,78,84,77,58,70,57,29,73,70,65,73,39,36,35,11,10,11,10,7,1,1.3943831814446,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
RWB,Republic of Ireland,34,185,71,Right,3,3,1,High,High,58,58,61,63,55,71,58,55,55,65,54,63,53,57,62,64,55,61,67,59,60,62,61,83,68,63,65,53,58,61,58,64,55,57,54,16,11,13,10,11,10,1.3943831814446,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951
CAM,North Macedonia,19,183,75,Right,3,2,1,Medium,Medium,70,49,47,59,26,36,48,49,37,50,46,59,42,36,38,59,67,73,68,40,61,64,41,33,37,38,35,24,49,51,45,50,20,29,27,11,14,10,13,6,1,1.3943831814446,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
RWB,Sweden,22,191,83,Right,2,2,1,High,Medium,77,60,57,61,59,77,62,57,57,63,52,61,50,37,51,64,75,78,57,58,59,69,78,75,81,60,69,55,60,54,58,54,61,59,60,7,12,11,5,9,10,1.3943831814446,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951
CDM,Venezuela,22,175,68,Right,4,3,1,High,High,77,58,67,73,72,75,59,55,64,73,47,72,72,69,65,74,77,77,74,68,80,62,72,85,66,67,84,70,62,64,48,70,71,77,72,9,15,13,8,12,4,1.3943831814446,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
CAM,England,23,178,68,Left,3,3,1,High,Medium,74,59,65,65,53,58,65,57,42,65,53,64,64,65,63,65,72,75,73,62,72,61,59,68,53,63,58,50,62,66,60,62,52,58,54,15,13,9,7,13,1,1.3943831814446,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
RW,Chile,26,168,72,Right,3,4,1,High,Medium,83,65,66,73,55,62,67,65,27,67,33,73,56,68,65,70,84,82,81,63,82,70,59,68,63,66,55,59,70,65,65,66,55,61,59,14,9,8,10,8,12,1.3943831814446,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951
CDM,Liberia,23,184,72,Right,3,2,1,Medium,Medium,66,43,55,59,57,70,46,39,42,63,38,56,37,35,60,58,67,66,67,58,71,52,71,76,70,42,64,62,55,58,39,61,55,61,58,7,8,12,15,12,4,1.3943831814446,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
ST,Chile,23,188,75,Right,3,3,1,High,Medium,84,73,63,74,41,76,64,75,70,68,69,75,68,45,53,73,85,83,77,74,65,75,47,78,80,66,69,36,75,65,71,72,34,44,37,7,12,13,12,13,0,0.04054511360014589,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
GK,Italy,28,192,84,Right,2,1,1,Medium,Medium,77,74,71,79,42,74,21,17,17,34,14,16,13,13,23,22,44,40,38,70,44,53,56,28,56,20,27,22,16,56,22,62,22,22,21,77,74,71,74,79,3,1.3943831814446,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
CB,England,27,191,84,Right,3,2,1,Medium,High,72,51,53,53,62,74,37,45,61,60,45,54,46,55,59,56,71,73,35,55,58,71,72,71,78,51,70,62,42,55,46,59,60,64,63,8,15,9,10,11,2,1.3943831814446,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
RW,China PR,27,179,75,Right,3,2,1,Medium,Medium,73,52,48,58,43,56,55,55,65,45,45,61,38,34,29,48,71,75,77,57,71,45,74,57,61,47,38,38,57,64,65,43,44,38,42,13,9,10,10,11,12,1.3943831814446,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951
GK,France,26,184,78,Right,2,1,1,Medium,Medium,66,68,63,64,25,67,11,5,11,55,7,8,12,10,45,17,19,33,23,48,44,47,63,32,69,9,19,14,7,39,14,47,10,10,10,66,68,63,67,64,3,1.3943831814446,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
LB,Turkey,26,178,73,Left,3,2,1,High,Medium,74,42,60,65,65,73,65,34,53,65,39,66,57,38,58,63,72,75,72,62,74,53,72,81,70,43,69,65,60,53,45,54,66,67,65,6,13,7,15,11,7,1.3943831814446,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
RM,Paraguay,25,178,78,Right,4,3,1,Medium,Low,72,61,63,69,22,66,66,66,50,67,51,73,55,45,59,64,66,76,80,62,56,52,51,58,73,64,60,21,65,63,47,60,20,17,19,13,16,11,6,10,6,1.3943831814446,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
RB,United States,27,175,79,Right,4,3,1,High,High,82,61,60,68,61,72,60,56,53,64,57,69,62,39,59,66,78,85,73,68,66,78,66,76,71,60,72,60,60,60,55,61,63,62,64,9,12,14,8,11,8,1.3943831814446,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
RM,Romania,20,177,71,Right,4,3,1,Medium,Low,79,56,64,70,29,52,64,54,46,65,45,68,70,64,60,70,82,77,80,60,80,64,56,70,45,56,48,25,56,64,50,67,25,30,29,9,8,9,12,14,6,1.3943831814446,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
CDM,Ecuador,25,175,72,Right,3,3,1,Medium,Medium,68,57,64,64,65,68,59,54,60,74,48,63,42,54,72,63,67,68,73,66,70,64,63,76,63,60,72,65,52,54,49,61,67,66,63,7,10,9,14,13,4,1.3943831814446,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
CB,Argentina,24,187,80,Right,3,2,1,Low,High,60,32,45,53,68,81,30,23,66,59,31,45,33,32,54,55,54,64,65,64,57,51,80,72,84,29,84,71,37,37,47,65,64,72,68,15,5,7,15,8,2,1.3943831814446,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
CDM,Ghana,23,168,61,Right,2,2,1,Low,High,57,29,47,53,49,47,37,26,43,58,28,48,32,39,51,53,61,54,68,53,87,37,56,59,37,27,53,49,29,39,39,39,52,48,47,5,12,14,8,11,4,1.3943831814446,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
CM,Argentina,28,180,70,Right,3,4,1,High,Medium,78,77,83,82,75,81,78,76,58,85,71,82,84,76,85,85,80,76,78,81,80,80,68,91,80,78,76,79,78,86,66,81,71,81,75,13,12,10,7,14,5,1.3943831814446,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
RM,Germany,23,179,75,Right,4,2,1,High,Low,74,60,53,66,23,54,55,63,32,58,62,65,65,40,33,62,78,71,82,65,80,60,69,70,56,57,25,16,60,55,45,51,18,28,28,5,6,6,7,10,6,1.3943831814446,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
RB,England,25,185,71,Right,3,2,1,High,Medium,70,46,55,61,59,71,60,38,56,57,33,60,41,33,53,58,71,70,71,58,62,60,81,74,71,52,66,59,55,58,39,61,58,60,59,6,6,11,15,8,8,1.3943831814446,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
CB,France,34,186,79,Right,2,2,1,Low,High,54,40,45,42,64,72,38,35,61,55,34,36,37,38,42,42,55,54,49,60,53,52,78,63,78,43,65,63,30,38,41,56,66,64,63,15,13,7,8,9,2,1.3943831814446,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
LM,Venezuela,23,185,82,Left,3,4,1,High,Medium,87,55,54,71,25,60,63,59,28,58,43,71,44,38,44,70,83,90,81,66,71,55,47,72,70,48,25,15,70,52,52,65,28,27,28,13,14,15,10,9,9,1.3943831814446,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
ST,Turkey,20,174,71,Left,3,2,1,Medium,Medium,64,65,51,62,24,49,47,67,66,52,64,62,63,52,48,60,69,60,60,64,72,65,60,55,45,63,50,21,62,53,67,64,22,18,13,7,6,15,11,14,0,0.04054511360014589,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
CB,Nigeria,28,193,83,Right,2,2,1,Medium,Medium,76,48,47,62,70,79,34,42,77,58,24,64,27,36,55,64,69,81,56,69,35,61,81,79,81,59,75,68,52,43,32,68,70,70,69,7,11,9,6,14,2,1.3943831814446,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
ST,Norway,21,180,70,Right,2,2,1,Medium,Low,69,58,41,57,21,56,28,63,52,50,52,54,35,30,30,56,70,69,72,56,73,57,75,52,63,50,41,17,58,49,63,44,21,16,17,5,13,6,11,14,0,0.04054511360014589,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
ST,Argentina,26,176,70,Right,2,2,1,Medium,Medium,76,66,57,72,32,68,45,69,68,66,62,73,49,50,50,69,79,73,79,65,74,70,73,68,72,57,56,23,72,62,65,67,44,20,12,14,12,13,14,16,0,0.04054511360014589,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
CB,Saudi Arabia,20,178,69,Right,3,2,1,Low,High,70,33,45,50,53,68,39,31,45,50,28,51,39,31,45,46,63,75,59,49,51,41,69,72,64,30,73,58,37,46,35,46,52,52,60,14,7,7,7,9,2,1.3943831814446,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
RM,Uruguay,20,180,65,Right,3,2,1,Medium,Low,77,64,57,69,40,51,56,68,45,58,55,72,62,58,55,66,74,79,82,54,72,61,48,63,52,61,34,64,62,54,59,46,31,30,45,12,11,9,8,13,6,1.3943831814446,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
RW,Argentina,30,163,69,Right,3,4,1,High,Medium,91,74,69,77,44,68,69,78,53,72,67,75,73,53,65,75,90,91,92,73,84,73,71,81,60,69,69,45,77,69,63,80,35,49,45,15,13,6,13,9,12,1.3943831814446,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951
CAM,Poland,18,173,68,Right,2,2,1,High,Medium,64,50,49,56,43,57,37,53,48,56,38,55,40,42,55,53,64,64,72,48,68,52,57,63,55,44,56,37,54,47,43,44,36,48,51,5,13,14,14,10,1,1.3943831814446,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
ST,Austria,19,185,75,Left,3,2,1,High,Medium,77,60,48,63,22,54,44,62,52,57,52,63,42,38,36,62,80,75,69,65,58,61,43,64,56,54,38,19,64,51,58,53,21,20,11,13,6,12,10,13,0,0.04054511360014589,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
CDM,Denmark,26,183,76,Right,3,3,1,Medium,Medium,63,52,61,64,61,71,58,48,54,66,52,62,60,55,64,64,65,61,70,60,72,62,72,70,72,52,67,61,57,56,49,63,61,62,62,15,15,14,7,9,4,1.3943831814446,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
CB,Scotland,23,183,78,Right,3,2,1,High,Medium,76,58,66,67,67,78,67,58,72,69,55,65,67,41,69,68,73,78,70,67,74,68,77,78,79,54,74,64,59,65,45,72,59,73,70,11,14,5,7,11,2,1.3943831814446,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
CB,Saudi Arabia,28,181,68,Right,3,2,1,Medium,Medium,52,24,38,44,63,71,28,24,64,51,21,34,21,21,44,52,53,51,47,58,63,31,79,64,75,16,67,65,25,29,33,48,61,65,59,9,9,11,12,13,2,1.3943831814446,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
CB,Spain,29,186,81,Left,3,2,1,Medium,High,52,41,60,54,74,74,54,39,73,74,27,45,31,47,62,68,48,55,44,60,57,57,88,79,73,31,67,74,39,51,42,63,71,77,75,12,13,9,8,9,2,1.3943831814446,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
ST,Paraguay,22,175,84,Right,3,2,1,High,Low,65,69,54,62,25,67,36,71,65,69,65,64,33,49,46,60,64,66,60,65,64,66,80,63,72,68,58,20,62,60,69,48,21,19,20,11,8,7,7,14,0,0.04054511360014589,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
CAM,Germany,24,175,70,Right,3,4,1,Medium,Medium,74,63,61,68,30,42,59,66,48,65,56,67,63,40,58,68,73,75,81,57,76,64,53,40,45,62,36,24,61,61,44,61,28,29,36,12,13,13,13,6,1,1.3943831814446,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
CB,England,23,180,74,Left,3,2,1,Medium,Medium,55,44,48,57,60,60,56,46,59,50,36,59,43,39,52,52,57,53,59,56,65,50,66,53,63,32,62,56,54,39,41,55,55,66,67,6,10,13,14,8,2,1.3943831814446,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
CAM,Slovakia,20,173,72,Left,3,3,1,High,High,74,65,70,74,48,65,61,63,40,74,56,76,70,72,72,74,75,74,72,59,86,70,33,80,62,69,63,42,64,72,60,61,50,52,46,10,9,9,15,12,1,1.3943831814446,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
RM,China PR,22,172,71,Right,3,2,1,Medium,Low,79,49,47,58,23,51,47,51,42,47,39,57,45,54,38,53,78,80,82,60,60,48,61,59,54,45,30,26,52,54,53,52,26,15,11,15,6,13,10,6,6,1.3943831814446,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
CDM,Spain,23,183,75,Right,3,2,1,Medium,Medium,67,61,67,63,64,60,62,57,51,72,45,56,64,50,65,73,69,66,59,59,71,71,57,49,64,70,65,63,51,71,54,67,65,66,68,10,8,6,9,6,4,1.3943831814446,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
ST,Italy,24,183,79,Right,3,3,1,High,Low,72,70,54,71,29,68,48,74,72,62,70,70,63,42,44,73,69,74,63,70,74,72,74,64,72,60,62,14,75,56,68,72,36,20,18,10,7,7,10,5,0,0.04054511360014589,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
GK,Romania,25,187,77,Right,3,1,1,Medium,Medium,68,64,60,68,25,67,11,16,13,23,15,19,13,13,17,17,19,33,39,62,45,45,56,19,37,18,27,14,17,49,10,50,15,13,10,68,64,60,67,68,3,1.3943831814446,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
CAM,Germany,21,179,77,Right,3,2,1,High,Low,91,64,54,66,24,52,38,67,54,57,60,67,62,37,56,62,92,91,78,65,78,61,70,59,56,61,28,23,66,64,65,47,21,20,17,12,9,10,7,6,1,1.3943831814446,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
CB,Korea Republic,26,185,83,Right,3,2,1,Low,Medium,62,27,40,49,63,72,28,24,64,56,20,44,25,21,52,51,59,64,60,51,51,39,77,57,82,20,62,62,26,25,38,49,68,61,58,11,8,11,14,11,2,1.3943831814446,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
RM,Russia,21,175,62,Right,3,3,1,High,Low,70,63,61,67,26,48,59,64,41,69,64,71,53,49,63,63,69,70,70,51,80,71,45,56,51,55,29,23,53,52,63,50,22,27,29,10,11,15,11,11,6,1.3943831814446,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
LB,Mozambique,24,178,70,Left,2,2,1,Medium,Medium,81,34,54,68,64,63,64,28,47,58,32,66,63,37,57,64,82,80,84,63,83,46,79,67,61,33,59,65,45,39,43,67,67,66,64,14,11,6,11,8,7,1.3943831814446,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
RM,Scotland,22,182,73,Right,4,3,1,High,Medium,71,58,61,63,60,67,57,56,52,64,54,60,59,58,59,64,73,70,70,64,67,65,75,73,65,59,64,61,58,62,53,56,60,63,54,9,8,10,14,13,6,1.3943831814446,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
CB,Argentina,29,184,80,Left,2,2,1,Medium,Medium,48,35,48,39,68,70,28,32,68,60,22,30,43,34,67,40,44,52,41,69,70,53,74,64,74,24,68,70,37,39,42,52,70,66,68,10,13,14,13,12,2,1.3943831814446,1.4142135623730951,0.0,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951,1.4142135623730951
